id_detalle,id_orden,id_producto,cantidad,precio_unitario,descuento,id_cliente,id_empleado
3215,1072,291,11,55.72,0.0,144,182
3216,1072,235,4,30.46,0.0,614,93
3217,1073,80,17,3.02,0.0,1720,85
3218,1073,284,1,18.73,0.0,1818,15
3219,1073,250,20,20.07,0.0,317,196
3220,1074,275,18,42.31,0.0,1501,164
3221,1074,58,13,2.18,0.0,1626,115
3222,1074,138,8,1.11,0.0,1046,161
3223,1075,89,14,2.94,0.0,423,110
3224,1075,223,2,6.74,0.0,274,85
3225,1075,83,11,3.53,0.0,424,80
3226,1076,120,20,2.01,0.0,1029,180
3227,1076,40,2,11.58,44.78,1919,4
3228,1076,131,7,2.35,0.0,55,77
3229,1077,204,11,3.75,0.0,818,118
3230,1077,176,7,10.95,0.0,1134,167
3231,1077,100,7,2.61,0.0,1433,114
3232,1078,202,10,1.95,0.0,1525,123
3233,1078,210,7,1.51,0.0,789,55
3234,1078,200,7,5.24,0.0,103,106
3235,1079,51,10,1.44,0.0,992,19
3236,1079,26,6,4.84,0.0,840,34
3237,1079,71,5,4.53,0.0,1038,127
3238,1080,156,2,5.51,34.59,842,150
3239,1080,3,16,2.63,20.28,263,131
3240,1080,248,13,13.99,0.0,767,189
3241,1081,249,17,12.48,0.0,1365,108
3242,1081,219,4,6.11,0.0,191,97
3243,1081,41,13,13.33,0.0,967,84
3244,1082,102,20,4.15,0.0,900,79
3245,1082,156,20,5.51,0.0,1422,109
3246,1082,35,7,6.85,0.0,1057,95
3247,1083,198,9,3.13,0.0,186,123
3248,1083,201,16,1.96,0.0,1461,135
3249,1083,121,7,2.31,0.0,59,41
3250,1084,284,4,18.73,0.0,1671,168
3251,1084,219,15,6.11,62.15,870,140
3252,1084,247,3,18.07,0.0,51,78
3253,1085,285,13,50.46,0.0,1187,37
3254,1085,117,2,1.58,0.0,1099,121
3255,1085,291,1,55.72,0.0,1788,60
3256,1086,182,9,2.93,22.27,713,24
3257,1086,234,13,15.43,0.0,1265,8
3258,1086,11,6,1.15,0.0,1837,167
3259,1087,257,16,15.71,0.0,1315,132
3260,1087,225,12,12.88,0.0,486,176
3261,1087,183,4,1.55,0.0,404,156
3262,1088,271,18,5.05,0.0,1446,185
3263,1088,127,1,4.94,0.0,1454,113
3264,1088,74,6,1.61,0.0,1851,31
3265,1089,75,4,2.28,0.0,193,199
3266,1089,258,10,9.48,0.0,1832,76
3267,1089,43,5,5.83,57.03,899,98
3268,1090,157,3,21.61,0.0,1880,178
3269,1090,229,8,23.1,0.0,428,98
3270,1090,151,14,2.69,0.0,1451,165
3271,1091,130,20,4.19,0.0,906,198
3272,1091,133,9,4.19,0.0,1044,152
3273,1091,180,1,9.11,0.0,1710,19
3274,1092,38,6,8.87,0.0,714,8
3275,1092,24,10,7.3,0.0,1175,113
3276,1092,256,1,11.22,0.0,1469,181
3277,1093,23,15,9.34,0.0,42,2
3278,1093,233,8,33.53,0.0,107,110
3279,1093,66,2,4.71,0.0,361,138
3280,1094,203,13,3.93,0.0,611,151
3281,1094,191,15,2.94,0.0,1080,84
3282,1094,169,6,12.9,0.0,371,173
3283,1095,223,8,6.74,0.0,563,53
3284,1095,54,8,1.96,0.0,1245,163
3285,1095,209,15,3.53,0.0,1109,30
3286,1096,50,14,1.13,0.0,1171,134
3287,1096,174,9,12.09,0.0,1063,65
3288,1096,13,11,3.71,0.0,987,117
3289,1097,59,17,1.33,0.0,731,178
3290,1097,247,18,18.07,6.89,1510,70
3291,1097,43,4,5.83,0.0,1123,127
3292,1098,233,8,33.53,0.0,367,10
3293,1098,207,15,3.56,0.0,1013,6
3294,1098,60,14,1.63,0.0,1148,146
3295,1099,175,20,14.15,0.0,1474,24
3296,1099,35,12,6.85,0.0,1243,84
3297,1099,39,8,23.83,0.0,1723,199
3298,1100,17,14,3.76,0.0,49,116
3299,1100,8,9,1.77,11.34,683,48
3300,1100,111,5,1.04,0.0,629,163
3301,1101,160,18,9.72,0.0,614,129
3302,1101,58,17,2.18,0.0,165,68
3303,1101,17,19,3.76,0.0,1944,148
3304,1102,233,10,33.53,0.0,737,20
3305,1102,282,1,15.12,0.0,1946,113
3306,1102,292,9,29.73,31.87,1932,104
3307,1103,239,5,23.14,0.0,619,168
3308,1103,91,3,3.44,0.0,355,156
3309,1103,149,20,4.31,0.0,339,1
3310,1104,89,1,2.94,0.0,1643,17
3311,1104,158,18,10.72,0.0,1223,114
3312,1104,144,17,3.72,0.0,1153,39
3313,1105,142,17,4.32,0.0,1453,196
3314,1105,110,13,2.93,0.0,1210,106
3315,1105,207,12,3.56,0.0,1400,7
3316,1106,125,7,2.23,0.0,1076,21
3317,1106,115,16,2.07,0.0,484,178
3318,1106,280,3,61.73,0.0,443,190
3319,1107,23,4,9.34,0.0,180,155
3320,1107,172,6,6.79,0.0,692,197
3321,1107,59,8,1.33,37.98,1525,42
3322,1108,116,2,2.87,0.0,471,18
3323,1108,16,11,1.39,0.0,856,50
3324,1108,117,8,1.58,0.0,150,9
3325,1109,216,4,10.36,0.0,1843,192
3326,1109,130,10,4.19,27.1,1502,148
3327,1109,9,9,4.08,58.85,771,45
3328,1110,281,11,18.77,0.0,1271,122
3329,1110,77,11,2.8,0.0,883,142
3330,1110,17,15,3.76,0.0,1635,11
3331,1111,11,6,1.15,0.0,1547,58
3332,1111,188,1,1.37,0.0,892,45
3333,1111,94,7,1.09,0.0,539,132
3334,1112,99,2,1.77,0.0,292,139
3335,1112,4,19,2.77,0.0,1971,9
3336,1112,63,7,4.27,0.0,1350,76
3337,1113,65,3,2.52,0.0,323,170
3338,1113,100,18,2.61,0.0,265,21
3339,1113,276,8,19.25,0.0,1232,92
3340,1114,48,13,3.32,0.0,1293,162
3341,1114,207,3,3.56,0.0,399,70
3342,1114,225,1,12.88,26.9,832,22
3343,1115,45,10,5.44,17.75,1545,188
3344,1115,14,14,0.95,0.0,1076,21
3345,1115,25,8,6.33,0.0,1173,74
3346,1116,168,20,17.77,0.0,1799,138
3347,1116,22,15,6.95,0.0,413,171
3348,1116,36,9,6.42,0.0,1902,141
3349,1117,99,14,1.77,0.0,1587,35
3350,1117,96,12,2.45,0.0,383,148
3351,1117,87,3,2.92,0.0,991,71
3352,1118,290,6,32.33,0.0,430,77
3353,1118,271,14,5.05,0.0,228,167
3354,1118,141,7,2.14,0.0,509,182
3355,1119,2,19,4.85,0.0,669,5
3356,1119,58,15,2.18,0.0,1418,61
3357,1119,174,14,12.09,0.82,1428,144
3358,1120,209,5,3.53,0.0,1953,177
3359,1120,113,9,2.33,0.0,275,104
3360,1120,100,6,2.61,0.0,1970,87
3361,1121,269,14,7.96,0.0,1710,196
3362,1121,49,11,1.34,0.0,494,168
3363,1121,254,10,3.14,0.0,848,24
3364,1122,65,15,2.52,0.0,1926,99
3365,1122,220,13,9.09,0.0,1208,101
3366,1122,161,3,4.79,0.0,882,176
3367,1123,83,7,3.53,0.0,1687,105
3368,1123,22,1,6.95,0.0,1103,1
3369,1123,146,7,1.75,0.0,758,28
3370,1124,96,5,2.45,0.0,118,58
3371,1124,90,10,6.37,0.0,776,59
3372,1124,25,16,6.33,0.0,93,83
3373,1125,79,1,3.86,0.0,248,112
3374,1125,59,20,1.33,0.0,689,191
3375,1125,284,2,18.73,0.0,1301,2
3376,1126,130,5,4.19,0.0,1439,190
3377,1126,197,14,2.36,50.12,295,19
3378,1126,140,3,2.94,0.0,679,105
3379,1127,35,13,6.85,0.0,1357,82
3380,1127,89,4,2.94,0.0,355,181
3381,1127,59,10,1.33,0.0,1379,131
3382,1128,133,7,4.19,0.0,901,192
3383,1128,208,12,3.62,0.0,453,112
3384,1128,147,13,4.75,0.0,1729,189
3385,1129,153,15,9.98,0.0,1317,187
3386,1129,120,10,2.01,0.0,1544,129
3387,1129,250,19,20.07,0.0,1801,10
3388,1130,231,6,20.25,0.0,668,132
3389,1130,159,17,18.91,0.0,1518,54
3390,1130,208,14,3.62,0.0,109,12
3391,1131,246,18,9.11,0.0,1305,135
3392,1131,43,4,5.83,0.0,1461,103
3393,1131,21,8,11.1,0.0,1131,56
3394,1132,295,15,27.58,0.0,189,167
3395,1132,108,10,2.17,0.0,1099,178
3396,1132,235,1,30.46,65.31,1663,68
3397,1133,183,20,1.55,17.45,267,138
3398,1133,294,6,28.93,0.0,748,155
3399,1133,40,10,11.58,0.0,1201,97
3400,1134,225,2,12.88,0.0,384,32
3401,1134,121,7,2.31,43.91,618,43
3402,1134,222,14,6.74,0.0,802,75
3403,1135,98,5,1.01,0.0,197,1
3404,1135,200,19,5.24,0.0,1628,190
3405,1135,293,2,50.32,0.0,447,151
3406,1136,21,15,11.1,0.0,741,55
3407,1136,163,17,7.75,10.26,612,130
3408,1136,220,2,9.09,0.0,845,34
3409,1137,175,20,14.15,0.0,1557,171
3410,1137,52,13,1.92,0.0,256,58
3411,1137,144,10,3.72,0.0,1032,178
3412,1138,212,9,8.31,0.0,1074,9
3413,1138,56,10,1.83,69.17,1636,128
3414,1138,163,11,7.75,0.0,1474,76
3415,1139,26,4,4.84,0.0,1040,17
3416,1139,167,1,13.87,0.0,1276,8
3417,1139,78,11,3.25,0.0,121,171
3418,1140,213,5,8.77,0.0,1726,82
3419,1140,64,4,3.24,0.0,1535,107
3420,1140,170,16,14.52,0.0,548,162
3421,1141,107,11,1.81,0.0,795,166
3422,1141,291,12,55.72,48.97,1381,51
3423,1141,148,7,1.88,0.0,803,7
3424,1142,11,19,1.15,0.0,1063,164
3425,1142,256,6,11.22,0.0,1650,2
3426,1142,248,5,13.99,0.0,1258,72
3427,1143,103,13,3.03,0.0,144,169
3428,1143,35,9,6.85,0.0,1878,5
3429,1143,130,4,4.19,0.0,521,17
3430,1144,105,10,3.58,0.0,1,187
3431,1144,192,17,2.8,0.0,1708,168
3432,1144,55,18,3.0,0.0,910,188
3433,1145,243,7,5.77,0.0,1177,169
3434,1145,64,2,3.24,0.0,1336,143
3435,1145,82,16,4.74,0.0,816,83
3436,1146,24,20,7.3,0.0,1030,165
3437,1146,222,1,6.74,0.0,921,104
3438,1146,173,3,8.14,60.19,1296,114
3439,1147,24,11,7.3,0.0,1140,102
3440,1147,214,14,11.36,0.0,297,143
3441,1147,31,2,8.55,0.0,593,30
3442,1148,244,14,13.57,0.0,181,124
3443,1148,194,15,1.45,0.0,1758,1
3444,1148,201,1,1.96,68.37,1625,146
3445,1149,284,16,18.73,0.0,1473,68
3446,1149,274,3,20.82,0.0,284,40
3447,1149,22,6,6.95,0.0,1596,143
3448,1150,25,8,6.33,13.75,534,155
3449,1150,108,9,2.17,0.0,1828,96
3450,1150,292,19,29.73,0.0,1053,61
3451,1151,97,11,4.77,0.0,1277,102
3452,1151,69,8,3.78,0.0,1081,58
3453,1151,87,12,2.92,0.0,1559,90
3454,1152,221,1,8.81,0.0,91,40
3455,1152,255,12,9.88,53.72,660,175
3456,1152,258,19,9.48,50.11,1577,171
3457,1153,151,14,2.69,0.0,407,10
3458,1153,74,14,1.61,10.51,1239,180
3459,1153,120,11,2.01,0.0,827,10
3460,1154,291,13,55.72,0.0,1129,53
3461,1154,248,8,13.99,0.0,1887,192
3462,1154,282,14,15.12,0.0,98,4
3463,1155,53,14,2.76,0.0,1656,81
3464,1155,269,4,7.96,0.0,1405,112
3465,1155,262,11,4.96,0.0,991,185
3466,1156,39,6,23.83,64.35,1154,108
3467,1156,43,6,5.83,0.0,153,51
3468,1156,33,19,7.95,23.79,414,26
3469,1157,67,12,1.69,0.0,1141,128
3470,1157,38,15,8.87,64.62,814,85
3471,1157,65,7,2.52,0.0,561,116
3472,1158,201,17,1.96,0.0,728,58
3473,1158,64,1,3.24,0.0,681,86
3474,1158,153,20,9.98,0.0,1369,149
3475,1159,248,20,13.99,0.0,851,87
3476,1159,57,1,0.76,3.96,686,171
3477,1159,240,1,9.82,0.0,1766,28
3478,1160,218,15,7.03,0.0,119,144
3479,1160,96,17,2.45,0.0,1502,140
3480,1160,189,4,3.68,0.0,303,128
3481,1161,99,11,1.77,0.0,729,156
3482,1161,90,2,6.37,0.0,1532,16
3483,1161,11,4,1.15,0.0,9,71
3484,1162,278,16,62.03,0.0,1544,103
3485,1162,189,11,3.68,66.74,1633,136
3486,1162,39,11,23.83,0.0,339,90
3487,1163,10,17,3.73,0.0,458,43
3488,1163,212,9,8.31,0.0,1567,185
3489,1163,64,3,3.24,0.0,1523,159
3490,1164,139,13,4.09,16.34,1715,47
3491,1164,283,3,30.2,0.0,1408,41
3492,1164,253,2,10.3,0.0,562,17
3493,1165,207,20,3.56,0.0,945,37
3494,1165,241,17,26.33,0.0,323,200
3495,1165,258,4,9.48,52.05,1495,142
3496,1166,188,13,1.37,0.0,50,110
3497,1166,258,2,9.48,0.0,1679,53
3498,1166,169,2,12.9,0.0,1530,117
3499,1167,177,1,12.87,0.0,766,113
3500,1167,116,13,2.87,0.0,931,138
3501,1167,12,20,4.08,0.0,1993,154
3502,1168,236,7,57.9,0.0,477,100
3503,1168,84,12,2.07,0.0,270,39
3504,1168,278,4,62.03,0.0,609,43
3505,1169,67,4,1.69,4.55,1475,79
3506,1169,271,6,5.05,0.0,1290,2
3507,1169,135,18,2.22,0.0,304,186
3508,1170,153,9,9.98,0.0,1432,11
3509,1170,271,13,5.05,48.16,163,107
3510,1170,27,8,6.98,0.0,1263,164
3511,1171,57,18,0.76,0.0,1222,19
3512,1171,71,10,4.53,0.0,1421,144
3513,1171,14,20,0.95,0.0,972,4
3514,1172,29,3,11.25,0.0,1879,36
3515,1172,128,14,3.59,0.0,1778,150
3516,1172,160,2,9.72,0.0,1065,9
3517,1173,124,14,3.62,0.0,1216,98
3518,1173,47,12,0.54,0.0,321,139
3519,1173,3,15,2.63,0.0,669,106
3520,1174,28,5,17.86,0.0,45,174
3521,1174,172,12,6.79,0.0,1209,55
3522,1174,213,9,8.77,0.0,1358,112
3523,1175,180,15,9.11,0.0,134,121
3524,1175,42,1,7.25,0.0,1481,121
3525,1175,247,18,18.07,0.0,1542,72
3526,1176,286,6,34.66,0.0,1062,63
3527,1176,294,4,28.93,0.0,572,98
3528,1176,139,11,4.09,0.0,584,121
3529,1177,23,18,9.34,0.0,76,134
3530,1177,225,1,12.88,0.0,1314,96
3531,1177,156,4,5.51,0.0,1108,141
3532,1178,67,13,1.69,0.0,1088,168
3533,1178,69,1,3.78,0.0,1951,91
3534,1178,165,13,18.56,0.0,1167,64
3535,1179,270,15,12.28,0.0,1309,151
3536,1179,244,13,13.57,0.0,1236,65
3537,1179,153,20,9.98,0.0,1457,3
3538,1180,56,7,1.83,0.0,113,97
3539,1180,7,7,2.16,0.0,769,43
3540,1180,235,12,30.46,41.21,1510,44
3541,1181,274,4,20.82,0.0,1673,188
3542,1181,173,12,8.14,63.29,1461,10
3543,1181,210,11,1.51,68.21,1414,192
3544,1182,128,11,3.59,0.0,599,74
3545,1182,36,16,6.42,0.0,154,178
3546,1182,105,19,3.58,0.0,1190,38
3547,1183,199,19,2.34,0.0,652,83
3548,1183,137,1,2.0,0.0,399,89
3549,1183,124,5,3.62,0.0,1865,157
3550,1184,30,15,8.31,0.0,1774,166
3551,1184,164,7,13.64,0.0,621,31
3552,1184,229,14,23.1,0.0,1093,169
3553,1185,181,15,17.97,0.0,1270,141
3554,1185,5,11,2.54,0.0,1039,110
3555,1185,241,20,26.33,0.0,103,5
3556,1186,198,17,3.13,0.0,162,106
3557,1186,233,10,33.53,0.0,966,183
3558,1186,47,9,0.54,0.0,454,89
3559,1187,70,8,4.7,0.0,878,4
3560,1187,223,14,6.74,0.0,885,17
3561,1187,114,3,1.4,0.0,342,80
3562,1188,191,6,2.94,0.0,1932,148
3563,1188,254,7,3.14,0.0,1871,60
3564,1188,225,8,12.88,0.0,1619,33
3565,1189,19,7,13.41,52.92,1225,182
3566,1189,140,15,2.94,0.0,1261,148
3567,1189,233,4,33.53,0.0,1973,170
3568,1190,68,2,1.85,0.0,573,24
3569,1190,161,16,4.79,0.0,103,98
3570,1190,160,16,9.72,0.0,1317,40
3571,1191,118,7,1.65,18.25,229,30
3572,1191,201,9,1.96,0.0,359,123
3573,1191,68,20,1.85,0.0,1737,136
3574,1192,130,12,4.19,0.0,1003,151
3575,1192,208,4,3.62,0.0,1232,110
3576,1192,103,20,3.03,0.0,588,81
3577,1193,132,4,1.69,0.0,1531,137
3578,1193,254,15,3.14,0.0,95,107
3579,1193,191,13,2.94,0.0,1701,180
3580,1194,168,8,17.77,0.0,1840,152
3581,1194,288,4,68.85,0.0,774,141
3582,1194,71,9,4.53,0.0,1568,3
3583,1195,51,5,1.44,22.1,1528,35
3584,1195,17,20,3.76,0.0,44,191
3585,1195,79,10,3.86,0.0,7,15
3586,1196,187,19,2.11,8.4,644,145
3587,1196,99,6,1.77,0.0,926,48
3588,1196,268,12,7.09,0.0,995,193
3589,1197,257,14,15.71,0.0,1061,39
3590,1197,237,12,25.12,0.0,1146,176
3591,1197,265,8,6.98,0.0,1149,103
3592,1198,55,19,3.0,0.0,1860,121
3593,1198,249,11,12.48,0.0,608,8
3594,1198,92,19,3.54,0.0,1798,53
3595,1199,269,14,7.96,0.0,472,15
3596,1199,151,6,2.69,0.0,370,132
3597,1199,211,2,4.18,0.0,776,137
3598,1200,228,14,17.02,0.0,1946,18
3599,1200,269,5,7.96,0.0,854,104
3600,1200,262,9,4.96,0.0,1549,135
3601,1201,264,2,6.49,0.0,1701,146
3602,1201,195,10,3.63,0.0,1658,82
3603,1201,214,10,11.36,0.0,1681,188
3604,1202,233,14,33.53,0.0,1200,147
3605,1202,199,2,2.34,0.0,1288,50
3606,1202,78,1,3.25,0.0,861,23
3607,1203,61,17,0.88,0.0,914,142
3608,1203,157,20,21.61,0.0,799,81
3609,1203,289,16,25.4,49.32,115,58
3610,1204,5,15,2.54,0.0,282,145
3611,1204,136,7,2.89,54.41,1298,195
3612,1204,140,20,2.94,0.0,1984,102
3613,1205,151,14,2.69,9.72,950,44
3614,1205,55,6,3.0,0.0,1403,50
3615,1205,250,3,20.07,0.0,1191,70
3616,1206,182,8,2.93,0.0,452,128
3617,1206,271,17,5.05,0.0,1833,80
3618,1206,124,3,3.62,0.0,1072,18
3619,1207,134,11,7.57,0.0,1580,72
3620,1207,71,12,4.53,0.0,755,19
3621,1207,125,11,2.23,0.0,1996,92
3622,1208,115,19,2.07,0.0,1334,183
3623,1208,17,12,3.76,0.0,1515,120
3624,1208,42,11,7.25,0.0,387,126
3625,1209,27,16,6.98,0.0,342,17
3626,1209,107,8,1.81,0.0,297,66
3627,1209,55,20,3.0,0.0,849,14
3628,1210,251,12,8.22,0.0,443,19
3629,1210,206,10,2.93,0.0,915,10
3630,1210,169,16,12.9,0.0,432,38
3631,1211,92,18,3.54,0.0,617,45
3632,1211,220,3,9.09,0.0,881,96
3633,1211,31,18,8.55,0.0,813,152
3634,1212,123,1,2.59,0.0,735,57
3635,1212,245,15,14.08,0.0,1658,127
3636,1212,214,8,11.36,0.0,1735,30
3637,1213,63,4,4.27,0.0,381,185
3638,1213,98,10,1.01,0.0,1395,168
3639,1213,41,6,13.33,0.0,1674,56
3640,1214,19,20,13.41,0.0,366,137
3641,1214,84,18,2.07,0.0,223,29
3642,1214,139,12,4.09,35.69,668,154
3643,1215,27,20,6.98,0.0,92,16
3644,1215,267,8,4.25,0.0,39,156
3645,1215,175,9,14.15,0.0,1370,53
3646,1216,288,18,68.85,0.0,1754,195
3647,1216,44,2,10.71,0.0,215,144
3648,1216,117,5,1.58,0.0,419,92
3649,1217,142,20,4.32,0.0,899,128
3650,1217,167,17,13.87,0.0,780,155
3651,1217,250,17,20.07,0.0,406,30
3652,1218,199,8,2.34,0.0,1063,187
3653,1218,17,14,3.76,0.0,1377,101
3654,1218,262,15,4.96,0.0,1849,62
3655,1219,128,14,3.59,0.0,1662,37
3656,1219,251,16,8.22,0.0,224,161
3657,1219,283,13,30.2,0.0,118,147
3658,1220,116,16,2.87,0.0,580,137
3659,1220,81,7,5.37,0.0,1876,171
3660,1220,130,6,4.19,0.0,673,153
3661,1221,34,10,12.19,0.0,1325,30
3662,1221,25,3,6.33,0.0,825,21
3663,1221,294,13,28.93,0.0,78,108
3664,1222,274,20,20.82,60.31,1995,96
3665,1222,19,12,13.41,0.0,898,125
3666,1222,255,9,9.88,0.0,1261,175
3667,1223,183,1,1.55,0.0,817,4
3668,1223,208,12,3.62,0.0,1942,52
3669,1223,271,2,5.05,0.0,1158,141
3670,1224,259,12,5.29,0.0,512,116
3671,1224,116,17,2.87,0.0,639,142
3672,1224,223,18,6.74,0.0,1124,142
3673,1225,68,4,1.85,0.0,1023,26
3674,1225,220,16,9.09,0.0,1699,22
3675,1225,2,19,4.85,0.0,1345,59
3676,1226,281,10,18.77,0.0,1417,100
3677,1226,255,17,9.88,0.0,1593,111
3678,1226,99,6,1.77,0.0,1818,87
3679,1227,107,8,1.81,0.0,709,193
3680,1227,249,10,12.48,0.0,1733,134
3681,1227,183,7,1.55,0.0,1096,170
3682,1228,263,7,7.5,0.0,964,172
3683,1228,233,3,33.53,0.0,1883,37
3684,1228,7,12,2.16,0.0,1556,130
3685,1229,261,12,8.93,0.0,1188,16
3686,1229,11,2,1.15,0.0,602,126
3687,1229,207,9,3.56,0.0,936,16
3688,1230,236,8,57.9,0.0,1628,169
3689,1230,212,18,8.31,34.24,413,171
3690,1230,214,14,11.36,0.0,1702,41
3691,1231,15,3,2.87,0.0,1433,139
3692,1231,96,3,2.45,0.0,1711,19
3693,1231,51,3,1.44,0.0,1103,84
3694,1232,253,18,10.3,58.84,187,37
3695,1232,249,1,12.48,0.0,320,148
3696,1232,34,16,12.19,0.0,1419,126
3697,1233,220,11,9.09,0.0,726,35
3698,1233,199,6,2.34,0.0,85,188
3699,1233,261,10,8.93,0.0,1583,58
3700,1234,171,7,13.93,0.0,1399,120
3701,1234,90,5,6.37,0.0,1983,75
3702,1234,24,12,7.3,0.0,1789,87
3703,1235,16,6,1.39,0.0,1572,151
3704,1235,92,6,3.54,0.0,1284,115
3705,1235,165,12,18.56,0.0,1352,125
3706,1236,127,14,4.94,0.0,115,42
3707,1236,24,1,7.3,64.9,1492,85
3708,1236,49,20,1.34,43.76,1506,128
3709,1237,88,2,4.21,0.0,708,122
3710,1237,20,2,8.06,0.0,405,159
3711,1237,151,7,2.69,0.0,639,163
3712,1238,108,15,2.17,0.0,939,102
3713,1238,187,19,2.11,0.0,1284,73
3714,1238,67,18,1.69,61.95,1625,124
3715,1239,193,7,0.56,0.0,86,81
3716,1239,181,12,17.97,0.0,270,142
3717,1239,213,1,8.77,0.0,1104,82
3718,1240,275,10,42.31,0.0,1445,89
3719,1240,37,4,11.33,0.0,905,105
3720,1240,66,20,4.71,0.0,526,197
3721,1241,16,12,1.39,0.0,1908,101
3722,1241,183,4,1.55,0.0,90,150
3723,1241,288,16,68.85,0.0,1550,53
3724,1242,131,4,2.35,0.0,860,110
3725,1242,118,14,1.65,0.0,526,184
3726,1242,43,2,5.83,0.0,1809,163
3727,1243,14,17,0.95,0.0,1800,71
3728,1243,229,20,23.1,0.0,583,30
3729,1243,269,9,7.96,0.0,8,27
3730,1244,33,5,7.95,0.0,1085,39
3731,1244,259,16,5.29,0.0,488,153
3732,1244,223,20,6.74,0.0,142,7
3733,1245,30,8,8.31,0.0,706,55
3734,1245,189,3,3.68,0.0,1463,131
3735,1245,101,8,2.52,0.0,734,159
3736,1246,137,11,2.0,0.0,14,110
3737,1246,235,11,30.46,0.0,1391,124
3738,1246,164,1,13.64,0.0,697,73
3739,1247,215,3,12.72,0.0,1909,197
3740,1247,79,15,3.86,0.0,725,152
3741,1247,143,4,1.49,0.0,1123,92
3742,1248,159,16,18.91,0.0,137,88
3743,1248,115,9,2.07,0.0,1796,31
3744,1248,145,9,2.84,0.0,1687,70
3745,1249,277,19,52.88,0.0,1841,52
3746,1249,115,2,2.07,0.0,1585,166
3747,1249,212,6,8.31,0.0,107,44
3748,1250,113,2,2.33,0.0,1035,147
3749,1250,279,13,12.24,0.0,1604,119
3750,1250,233,3,33.53,0.0,1184,98
3751,1251,66,14,4.71,0.0,563,86
3752,1251,294,13,28.93,0.0,930,119
3753,1251,88,16,4.21,0.0,1311,49
3754,1252,171,11,13.93,0.0,638,36
3755,1252,233,15,33.53,0.0,447,87
3756,1252,260,11,7.73,0.0,1017,59
3757,1253,213,9,8.77,0.0,1626,67
3758,1253,271,18,5.05,0.0,925,47
3759,1253,128,12,3.59,0.0,452,93
3760,1254,13,8,3.71,61.76,1917,61
3761,1254,148,18,1.88,0.0,3,89
3762,1254,75,10,2.28,0.0,434,164
3763,1255,1,2,3.38,0.0,1373,59
3764,1255,120,7,2.01,0.0,425,197
3765,1255,136,15,2.89,0.0,1917,13
3766,1256,185,5,1.28,55.6,947,127
3767,1256,245,6,14.08,0.0,204,175
3768,1256,70,3,4.7,0.0,364,34
3769,1257,171,3,13.93,0.0,677,88
3770,1257,150,17,2.45,0.0,278,114
3771,1257,119,14,1.26,0.0,801,162
3772,1258,38,19,8.87,0.0,1740,148
3773,1258,277,8,52.88,0.0,1184,78
3774,1258,198,9,3.13,0.0,1504,83
3775,1259,155,12,13.11,0.0,1273,26
3776,1259,189,3,3.68,0.0,524,146
3777,1259,151,19,2.69,0.0,1080,143
3778,1260,269,4,7.96,0.0,1393,53
3779,1260,109,15,3.0,0.0,938,147
3780,1260,9,8,4.08,0.0,1635,89
3781,1261,291,17,55.72,0.0,667,20
3782,1261,120,4,2.01,0.0,1594,30
3783,1261,244,14,13.57,0.0,1220,13
3784,1262,249,12,12.48,0.0,114,23
3785,1262,180,1,9.11,0.0,1752,94
3786,1262,293,4,50.32,0.0,74,69
3787,1263,207,5,3.56,0.0,863,10
3788,1263,99,6,1.77,16.91,1575,154
3789,1263,21,1,11.1,0.0,1324,22
3790,1264,180,12,9.11,0.0,1769,189
3791,1264,99,2,1.77,0.0,647,15
3792,1264,106,17,1.02,0.0,1072,119
3793,1265,28,17,17.86,0.0,1841,68
3794,1265,8,13,1.77,0.0,443,179
3795,1265,104,18,1.66,0.0,1904,2
3796,1266,161,17,4.79,0.0,1312,165
3797,1266,17,5,3.76,0.0,1668,36
3798,1266,182,19,2.93,0.0,970,118
3799,1267,47,16,0.54,0.0,796,3
3800,1267,230,16,36.67,0.0,94,109
3801,1267,8,7,1.77,0.0,651,81
3802,1268,285,3,50.46,0.0,1146,185
3803,1268,95,17,3.89,5.49,439,155
3804,1268,168,13,17.77,0.0,1856,158
3805,1269,159,20,18.91,0.0,196,92
3806,1269,4,10,2.77,0.0,1955,21
3807,1269,123,18,2.59,0.0,507,97
3808,1270,288,16,68.85,0.0,202,97
3809,1270,13,16,3.71,0.0,977,199
3810,1270,40,6,11.58,41.21,1698,34
3811,1271,135,11,2.22,52.34,652,81
3812,1271,69,19,3.78,0.0,695,92
3813,1271,52,20,1.92,0.0,387,85
3814,1272,101,12,2.52,67.64,237,41
3815,1272,9,7,4.08,0.0,887,4
3816,1272,47,4,0.54,0.0,1429,199
3817,1273,259,5,5.29,50.04,1680,78
3818,1273,247,17,18.07,0.0,17,24
3819,1273,34,15,12.19,0.0,980,73
3820,1274,108,11,2.17,0.0,1786,29
3821,1274,266,17,11.9,0.0,1775,115
3822,1274,61,18,0.88,0.0,567,23
3823,1275,98,1,1.01,0.0,456,146
3824,1275,33,4,7.95,0.0,369,83
3825,1275,169,6,12.9,0.0,78,69
3826,1276,148,16,1.88,9.46,1411,66
3827,1276,186,9,1.5,0.0,547,93
3828,1276,202,6,1.95,44.94,1742,65
3829,1277,73,4,6.03,0.0,1025,167
3830,1277,50,4,1.13,0.0,1212,106
3831,1277,245,12,14.08,0.0,1870,75
3832,1278,247,20,18.07,0.0,390,174
3833,1278,169,9,12.9,0.0,1486,66
