id_orden,id_cliente,id_empleado,fecha_orden,hora_orden,metodo_pago,es_online,lugar_compra_fisica
995,1991,19,2025-03-18,14:20,Tarjeta,False,Barrio
996,213,85,2025-03-14,08:49,Bizum,False,Barrio
997,1278,70,2025-04-24,17:13,Efectivo,False,Fuera
998,13,25,2025-11-26,10:28,Efectivo,False,Barrio
999,86,23,2025-05-14,13:34,Tarjeta,False,Barrio
1000,670,40,2025-09-13,10:25,Efectivo,False,Barrio
1001,686,180,2025-07-10,09:57,Tarjeta,False,Barrio
1002,1258,132,2025-12-02,05:50,Bizum,True,Barrio
1003,627,93,2025-06-02,12:56,Tarjeta,False,Barrio
1004,1793,12,2025-01-29,17:13,Tarjeta,True,Barrio
1005,1523,182,2025-09-15,10:46,Tarjeta,True,Barrio
1006,1037,23,2025-04-01,13:55,Efectivo,False,Barrio
1007,781,49,2025-06-28,19:55,Efectivo,False,Barrio
1008,1282,50,2025-03-24,11:49,Tarjeta,False,Barrio
1009,1110,74,2025-12-01,19:10,Efectivo,True,Barrio
1010,1495,142,2025-03-23,05:36,Tarjeta,True,Barrio
1011,152,12,2025-08-07,15:02,Transferencia,False,Barrio
1012,202,38,2025-12-08,11:46,Tarjeta,False,Barrio
1013,636,189,2025-10-21,21:59,Tarjeta,False,Barrio
1014,449,133,2025-01-17,19:32,Tarjeta,False,Barrio
1015,1255,7,2025-04-30,10:27,Efectivo,False,Barrio
1016,600,153,2025-10-20,08:15,Bizum,False,Fuera
1017,97,11,2025-11-11,09:39,Tarjeta,False,Barrio
1018,514,2,2025-01-31,19:16,Tarjeta,False,Barrio
1019,657,59,2025-11-26,08:44,Tarjeta,False,Barrio
1020,1801,33,2025-10-02,21:04,Tarjeta,False,Barrio
1021,512,143,2025-03-19,13:07,PayPal,False,Barrio
1022,1595,101,2025-04-11,20:04,PayPal,False,Fuera
1023,186,105,2025-12-13,21:30,Tarjeta,False,Barrio
1024,1165,68,2025-09-01,17:03,Efectivo,False,Barrio
1025,1830,173,2025-05-23,14:52,Tarjeta,False,Barrio
1026,1982,3,2025-01-13,21:15,Tarjeta,False,Barrio
1027,1616,19,2025-01-15,17:48,Efectivo,True,Barrio
1028,561,196,2025-11-25,18:37,Tarjeta,False,Barrio
1029,237,85,2025-02-05,18:43,Efectivo,False,Fuera
1030,409,16,2025-01-16,13:34,Efectivo,False,Barrio
1031,1507,168,2025-01-18,10:20,Bizum,False,Barrio
1032,1391,93,2025-09-14,21:09,Tarjeta,False,Barrio
1033,145,11,2025-03-12,19:08,Tarjeta,False,Fuera
1034,1681,58,2025-08-21,12:58,PayPal,False,Barrio
1035,1739,188,2025-04-13,11:22,Transferencia,False,Barrio
1036,1195,3,2025-08-09,11:51,Tarjeta,False,Barrio
1037,1451,49,2025-10-18,16:11,Tarjeta,False,Barrio
1038,1100,147,2025-08-19,15:48,PayPal,False,Barrio
1039,46,64,2025-05-14,21:57,Efectivo,False,Barrio
1040,747,107,2025-01-07,20:15,Transferencia,True,Barrio
1041,5,5,2025-02-13,13:39,Tarjeta,False,Barrio
1042,991,59,2025-02-08,15:35,Tarjeta,False,Barrio
1043,924,179,2025-08-11,21:43,Efectivo,False,Barrio
1044,436,170,2025-08-29,13:45,Tarjeta,False,Barrio
1045,66,56,2025-03-22,14:15,Efectivo,False,Barrio
1046,1043,20,2025-01-29,07:38,Tarjeta,True,Barrio
1047,1715,43,2025-01-12,16:55,Tarjeta,False,Fuera
1048,1443,155,2025-12-05,16:08,Tarjeta,False,Barrio
1049,1070,183,2025-11-05,17:54,Efectivo,True,Barrio
1050,1225,43,2025-09-01,08:31,Tarjeta,False,Barrio
1051,1341,195,2025-08-07,12:31,Tarjeta,False,Barrio
1052,1474,170,2025-07-02,17:43,Tarjeta,False,Barrio
1053,172,38,2025-05-30,15:05,Efectivo,False,Barrio
1054,784,200,2025-05-22,09:45,PayPal,False,Fuera
1055,219,179,2025-07-21,09:55,Bizum,False,Barrio
1056,1002,173,2025-09-28,08:29,Tarjeta,False,Barrio
1057,627,33,2025-12-03,16:20,Tarjeta,False,Barrio
1058,278,100,2025-06-13,13:37,Efectivo,True,Barrio
1059,1360,170,2025-01-25,20:22,PayPal,False,Barrio
1060,1911,67,2025-02-25,13:27,PayPal,False,Barrio
1061,843,110,2025-05-01,15:50,Tarjeta,True,Barrio
1062,585,64,2025-07-05,03:25,Tarjeta,True,Barrio
1063,1299,183,2025-10-12,18:10,Efectivo,False,Barrio
1064,176,124,2025-03-12,19:32,Tarjeta,False,Barrio
1065,1997,197,2025-11-04,13:15,Efectivo,False,Barrio
1066,126,109,2025-12-09,19:51,Efectivo,False,Barrio
1067,474,20,2025-11-06,13:45,Tarjeta,False,Barrio
1068,1292,117,2025-08-03,18:27,Efectivo,False,Barrio
1069,1719,159,2025-04-08,20:06,Tarjeta,False,Barrio
1070,806,15,2025-08-07,15:50,Efectivo,False,Barrio
1071,1565,39,2025-01-02,02:58,Tarjeta,True,Barrio
1072,1020,100,2025-05-31,21:18,Tarjeta,False,Barrio
1073,1781,13,2025-04-24,18:12,Transferencia,False,Barrio
1074,1148,38,2025-02-13,19:54,Tarjeta,False,Barrio
1075,212,180,2025-09-28,19:08,Tarjeta,False,Barrio
1076,424,197,2025-07-19,09:34,Tarjeta,False,Fuera
1077,1505,43,2025-05-09,18:33,PayPal,False,Barrio
1078,561,126,2025-01-11,20:16,Bizum,False,Barrio
1079,45,29,2025-10-07,12:29,Efectivo,False,Barrio
1080,1205,197,2025-11-28,12:46,PayPal,False,Barrio
1081,1864,100,2025-05-15,12:31,Tarjeta,False,Barrio
1082,753,9,2025-08-12,11:07,Efectivo,False,Barrio
1083,1280,148,2025-08-09,10:35,Tarjeta,False,Barrio
1084,1338,77,2025-07-25,09:08,Tarjeta,False,Barrio
1085,409,198,2025-07-26,18:56,Tarjeta,False,Barrio
1086,365,9,2025-11-14,19:57,Tarjeta,False,Fuera
1087,163,163,2025-01-27,22:28,Tarjeta,True,Fuera
1088,1207,46,2025-11-14,19:32,Transferencia,False,Barrio
1089,1288,45,2025-11-11,20:31,Tarjeta,False,Barrio
1090,709,59,2025-09-24,18:54,Tarjeta,False,Barrio
1091,269,167,2025-08-05,12:57,Efectivo,False,Barrio
1092,1688,180,2025-07-15,17:38,Tarjeta,False,Barrio
1093,172,68,2025-05-01,13:25,PayPal,False,Barrio
1094,1127,78,2025-02-13,10:20,Tarjeta,False,Barrio
1095,916,88,2025-08-13,21:47,Efectivo,False,Barrio
1096,432,27,2025-02-03,21:34,Efectivo,False,Barrio
1097,540,194,2025-10-19,11:20,Tarjeta,False,Barrio
1098,1325,78,2025-03-05,17:26,Efectivo,False,Barrio
1099,1186,124,2025-07-29,18:42,Efectivo,False,Barrio
1100,790,168,2025-07-01,20:58,Efectivo,False,Barrio
1101,267,183,2025-07-06,21:15,Tarjeta,True,Barrio
1102,1530,186,2025-08-11,12:34,Tarjeta,False,Barrio
1103,469,14,2025-11-28,08:13,Efectivo,False,Barrio
1104,1183,7,2025-11-06,08:27,Efectivo,False,Barrio
1105,1505,95,2025-08-31,01:48,Tarjeta,True,Barrio
1106,1459,105,2025-11-27,21:31,Tarjeta,False,Barrio
1107,1553,140,2025-05-21,10:14,Efectivo,False,Barrio
1108,502,56,2025-06-05,18:32,Efectivo,False,Barrio
1109,1469,32,2025-12-07,21:10,Tarjeta,False,Barrio
1110,1047,105,2025-04-16,20:02,Tarjeta,False,Barrio
1111,1742,169,2025-06-23,16:01,Efectivo,False,Barrio
1112,771,171,2025-05-08,03:04,Tarjeta,True,Barrio
1113,158,136,2025-04-18,21:02,Tarjeta,False,Barrio
1114,1874,56,2025-10-02,09:26,Tarjeta,False,Barrio
1115,1732,23,2025-08-23,17:04,Bizum,False,Barrio
1116,972,17,2025-05-02,17:11,Efectivo,False,Barrio
1117,101,200,2025-09-13,21:48,Tarjeta,False,Barrio
1118,501,143,2025-08-09,17:14,Tarjeta,False,Barrio
1119,618,18,2025-08-03,09:25,PayPal,False,Barrio
1120,1678,17,2025-08-04,17:47,Tarjeta,True,Barrio
1121,1729,200,2025-08-24,21:24,Efectivo,False,Barrio
1122,1659,41,2025-01-09,14:06,Efectivo,False,Barrio
1123,651,115,2025-01-28,15:13,Efectivo,False,Barrio
1124,1419,14,2025-03-18,08:06,Efectivo,False,Barrio
1125,276,69,2025-06-13,18:14,PayPal,False,Barrio
1126,1928,69,2025-07-07,10:00,Tarjeta,False,Barrio
1127,105,96,2025-10-31,19:03,Tarjeta,False,Barrio
1128,1267,137,2025-10-13,13:05,Tarjeta,False,Barrio
1129,52,85,2025-04-29,11:27,PayPal,False,Fuera
1130,832,15,2025-07-04,16:07,Tarjeta,False,Barrio
1131,724,136,2025-11-09,08:34,PayPal,False,Fuera
1132,1590,191,2025-02-05,11:29,Tarjeta,False,Barrio
1133,243,150,2025-07-26,14:15,Tarjeta,False,Barrio
1134,1803,104,2025-12-16,20:24,Efectivo,False,Barrio
1135,390,158,2025-03-10,08:20,PayPal,False,Barrio
1136,701,96,2025-12-02,14:59,Tarjeta,False,Barrio
1137,1535,163,2025-06-03,07:31,Tarjeta,True,Barrio
1138,779,157,2025-07-05,08:19,Efectivo,False,Barrio
1139,696,185,2025-10-02,20:55,Tarjeta,False,Barrio
1140,1453,156,2025-04-13,10:20,Tarjeta,False,Barrio
1141,1200,168,2025-10-03,22:27,Tarjeta,True,Barrio
1142,1310,17,2025-09-20,19:59,Efectivo,False,Barrio
1143,614,95,2025-04-20,15:23,Tarjeta,False,Barrio
1144,1197,77,2025-02-20,08:12,PayPal,False,Barrio
1145,322,56,2025-02-24,09:51,Tarjeta,False,Fuera
1146,1296,64,2025-05-10,21:01,Transferencia,False,Barrio
1147,1991,26,2025-03-20,16:31,Tarjeta,False,Barrio
1148,329,175,2025-01-20,11:55,Efectivo,False,Barrio
1149,1287,96,2025-08-23,16:37,Tarjeta,False,Barrio
1150,481,11,2025-09-21,10:59,Tarjeta,False,Barrio
1151,1999,199,2025-01-11,13:46,Tarjeta,False,Barrio
1152,1456,118,2025-09-04,11:15,Tarjeta,False,Barrio
1153,386,45,2025-01-29,16:41,PayPal,False,Barrio
1154,133,40,2025-11-24,19:41,Tarjeta,False,Barrio
1155,92,59,2025-07-09,17:02,Efectivo,False,Barrio
1156,430,11,2025-02-16,17:36,Transferencia,False,Fuera
1157,312,35,2025-02-23,15:46,Efectivo,False,Barrio
1158,660,88,2025-07-23,02:31,Efectivo,True,Fuera
1159,1661,56,2025-01-23,12:09,Tarjeta,False,Barrio
1160,1975,151,2025-12-31,09:11,Tarjeta,True,Barrio
1161,1437,161,2025-11-21,09:34,Tarjeta,False,Barrio
1162,343,149,2025-11-07,17:12,Efectivo,False,Barrio
1163,1183,11,2025-03-25,05:28,Tarjeta,True,Barrio
1164,71,72,2025-11-07,20:38,Tarjeta,True,Barrio
1165,887,23,2025-07-22,09:48,Tarjeta,False,Barrio
1166,1073,81,2025-05-14,13:20,Tarjeta,False,Barrio
1167,1667,54,2025-09-16,09:25,Efectivo,False,Barrio
1168,477,55,2025-04-09,19:26,Bizum,False,Barrio
1169,380,56,2025-04-01,13:37,Tarjeta,False,Barrio
1170,1779,186,2025-12-08,17:25,Tarjeta,False,Barrio
1171,677,69,2025-08-22,18:59,Transferencia,False,Fuera
1172,1190,170,2025-08-22,21:20,Bizum,False,Barrio
1173,429,99,2025-05-09,12:00,Efectivo,False,Barrio
1174,1587,169,2025-05-13,11:44,Tarjeta,False,Barrio
1175,1108,43,2025-07-18,15:46,Tarjeta,False,Fuera
1176,1925,94,2025-10-22,17:44,Tarjeta,False,Barrio
1177,1277,62,2025-03-07,14:38,Tarjeta,False,Barrio
1178,470,130,2025-09-18,16:13,Efectivo,False,Barrio
1179,541,108,2025-08-23,17:55,Tarjeta,False,Barrio
1180,1985,177,2025-01-13,10:27,Efectivo,False,Fuera
1181,1156,125,2025-07-02,08:59,Tarjeta,False,Barrio
1182,1062,196,2025-01-17,11:27,Tarjeta,False,Barrio
1183,927,188,2025-07-13,19:37,Efectivo,False,Barrio
1184,360,96,2025-02-01,19:58,Efectivo,False,Barrio
1185,1478,114,2025-09-20,20:08,Tarjeta,False,Barrio
1186,33,118,2025-02-20,10:40,Efectivo,False,Barrio
1187,120,97,2025-10-26,18:11,PayPal,False,Barrio
1188,1859,35,2025-02-10,22:00,PayPal,True,Barrio
1189,1656,162,2025-08-29,15:44,Tarjeta,False,Barrio
1190,1009,191,2025-01-11,21:19,PayPal,False,Barrio
1191,737,56,2025-06-26,14:10,Efectivo,False,Barrio
1192,1876,86,2025-09-07,17:09,Efectivo,False,Fuera
1193,1735,102,2025-06-27,13:20,Bizum,False,Barrio
1194,1227,177,2025-10-22,16:14,Tarjeta,False,Barrio
1195,1500,118,2025-11-27,11:04,Tarjeta,False,Barrio
1196,1004,24,2025-02-23,10:38,Efectivo,False,Barrio
1197,525,160,2025-08-15,18:58,Tarjeta,False,Barrio
1198,1604,7,2025-03-25,17:50,PayPal,False,Fuera
1199,1952,8,2025-07-23,13:26,Efectivo,False,Barrio
1200,949,84,2025-11-01,11:21,Bizum,False,Barrio
1201,864,7,2025-12-07,13:17,Efectivo,False,Barrio
1202,1853,61,2025-01-25,13:43,Efectivo,True,Barrio
1203,156,79,2025-02-17,10:56,Tarjeta,False,Barrio
1204,876,72,2025-06-04,18:58,PayPal,False,Barrio
1205,1097,27,2025-03-28,20:33,PayPal,False,Fuera
1206,743,177,2025-12-24,21:25,Bizum,False,Fuera
1207,1171,126,2025-02-21,13:27,Tarjeta,True,Barrio
1208,230,27,2025-09-20,16:32,Tarjeta,False,Barrio
1209,449,107,2025-10-24,13:01,Tarjeta,False,Barrio
1210,874,163,2025-09-18,13:17,Tarjeta,True,Barrio
1211,1327,4,2025-09-28,08:37,Efectivo,False,Barrio
1212,1651,110,2025-04-11,18:56,Tarjeta,False,Barrio
1213,1426,164,2025-04-09,12:54,Tarjeta,False,Barrio
1214,1418,68,2025-06-20,09:53,Tarjeta,False,Barrio
1215,227,35,2025-11-22,08:44,Efectivo,False,Barrio
1216,938,20,2025-04-02,14:05,Efectivo,True,Fuera
1217,1292,40,2025-01-23,18:59,PayPal,False,Barrio
1218,1349,39,2025-12-18,13:31,Tarjeta,False,Fuera
1219,1427,62,2025-10-23,15:30,Efectivo,False,Barrio
1220,1289,131,2025-04-02,01:30,Tarjeta,True,Barrio
1221,679,199,2025-03-15,13:08,Tarjeta,False,Barrio
1222,1840,89,2025-08-14,12:48,Efectivo,True,Barrio
1223,1321,5,2025-03-02,21:45,Tarjeta,False,Barrio
1224,1712,122,2025-10-09,13:18,Tarjeta,False,Fuera
1225,292,21,2025-06-28,17:25,Transferencia,False,Barrio
1226,740,80,2025-06-01,10:15,Efectivo,False,Barrio
1227,1469,129,2025-05-25,14:01,PayPal,False,Barrio
1228,481,198,2025-12-21,10:47,Efectivo,True,Barrio
1229,721,98,2025-11-28,21:20,Tarjeta,True,Barrio
1230,1131,156,2025-01-09,10:29,Tarjeta,False,Barrio
1231,682,155,2025-08-09,10:55,Tarjeta,False,Barrio
1232,980,194,2025-12-25,17:12,Tarjeta,False,Barrio
1233,109,111,2025-06-02,17:43,Tarjeta,False,Barrio
1234,307,149,2025-05-07,12:52,Tarjeta,False,Barrio
1235,271,139,2025-06-02,21:03,Bizum,False,Barrio
1236,1112,67,2025-08-18,15:21,PayPal,False,Barrio
1237,1615,93,2025-08-15,13:51,Tarjeta,False,Barrio
1238,198,175,2025-07-22,10:40,Transferencia,False,Barrio
1239,1538,98,2025-10-30,21:18,Tarjeta,False,Barrio
1240,1051,158,2025-06-14,14:41,Efectivo,False,Barrio
1241,1503,167,2025-03-02,14:45,Tarjeta,False,Barrio
1242,524,151,2025-08-10,09:04,Tarjeta,False,Barrio
1243,821,64,2025-09-22,18:15,Tarjeta,False,Barrio
1244,374,105,2025-07-28,16:34,Efectivo,False,Barrio
1245,1304,177,2025-08-06,19:25,Efectivo,False,Barrio
1246,767,44,2025-05-22,12:19,Efectivo,True,Barrio
1247,93,22,2025-10-19,13:36,Tarjeta,False,Barrio
1248,1493,132,2025-09-30,13:37,Tarjeta,False,Barrio
1249,1175,20,2025-04-03,10:42,Efectivo,False,Barrio
1250,1047,89,2025-02-02,10:47,Tarjeta,True,Barrio
1251,689,106,2025-09-03,09:48,Tarjeta,True,Barrio
1252,1081,90,2025-06-12,20:48,Efectivo,False,Barrio
1253,422,101,2025-01-21,11:14,Efectivo,False,Barrio
1254,1255,150,2025-06-28,08:09,Tarjeta,False,Fuera
1255,677,48,2025-01-26,14:26,Tarjeta,False,Barrio
1256,974,34,2025-03-16,08:38,Tarjeta,True,Barrio
1257,463,63,2025-04-15,13:14,Tarjeta,False,Barrio
1258,107,8,2025-04-12,15:45,Tarjeta,False,Barrio
1259,1381,173,2025-10-05,18:45,Tarjeta,False,Barrio
1260,287,142,2025-08-05,11:58,Tarjeta,False,Barrio
1261,192,26,2025-04-30,12:43,Bizum,False,Barrio
1262,1262,108,2025-12-29,12:44,Tarjeta,False,Barrio
1263,874,115,2025-11-29,18:52,Transferencia,False,Barrio
1264,367,26,2025-02-20,11:12,Tarjeta,False,Barrio
1265,22,87,2025-03-25,11:53,PayPal,False,Barrio
1266,260,67,2025-10-03,16:22,Tarjeta,False,Barrio
1267,592,156,2025-07-01,16:53,Efectivo,False,Barrio
1268,1673,111,2025-01-27,17:49,Transferencia,False,Barrio
1269,1783,82,2025-11-14,10:03,Tarjeta,False,Barrio
1270,879,69,2025-04-05,14:13,Tarjeta,False,Barrio
1271,1344,79,2025-05-28,12:04,Tarjeta,False,Fuera
1272,1954,129,2025-09-21,14:29,Efectivo,False,Barrio
1273,1095,138,2025-09-07,09:26,Tarjeta,False,Barrio
1274,1284,173,2025-03-12,13:30,PayPal,False,Barrio
1275,1371,98,2025-05-04,21:05,Tarjeta,False,Barrio
1276,69,108,2025-11-01,11:41,Transferencia,True,Barrio
1277,386,29,2025-06-20,15:26,Efectivo,False,Barrio
1278,1730,179,2025-05-16,16:47,Efectivo,False,Barrio
1279,1450,155,2025-10-09,12:27,Tarjeta,False,Barrio
1280,1509,176,2025-05-13,08:27,Efectivo,False,Barrio
1281,1471,118,2025-06-27,15:28,Tarjeta,False,Barrio
1282,521,67,2025-05-22,20:38,Tarjeta,False,Barrio
1283,1866,104,2025-10-28,15:50,Tarjeta,False,Fuera
1284,202,183,2025-04-30,16:19,PayPal,True,Barrio
1285,1369,110,2025-07-03,12:21,Efectivo,True,Barrio
1286,412,172,2025-02-10,19:18,Efectivo,False,Barrio
1287,285,145,2025-08-13,09:18,Tarjeta,False,Barrio
1288,1238,97,2025-09-23,10:58,Tarjeta,False,Barrio
1289,1126,162,2025-01-09,18:32,Efectivo,False,Barrio
1290,1016,21,2025-02-04,08:14,Tarjeta,True,Barrio
1291,1793,140,2025-09-04,11:11,Tarjeta,False,Barrio
1292,327,101,2025-04-27,00:54,Tarjeta,True,Barrio
1293,116,38,2025-04-25,03:50,Tarjeta,True,Barrio
1294,1572,11,2025-03-24,14:01,Efectivo,False,Fuera
1295,1581,82,2025-12-16,19:42,Bizum,False,Barrio
1296,1651,55,2025-02-12,14:40,Tarjeta,False,Barrio
1297,1132,52,2025-08-18,19:24,Efectivo,False,Barrio
1298,375,90,2025-08-07,22:42,Tarjeta,True,Barrio
1299,104,92,2025-02-10,09:26,Efectivo,False,Barrio
1300,822,193,2025-01-10,13:15,Efectivo,True,Barrio
1301,1694,46,2025-10-19,18:50,Tarjeta,False,Fuera
1302,1751,82,2025-12-04,09:05,Efectivo,False,Barrio
1303,1357,76,2025-05-05,02:40,Tarjeta,True,Barrio
1304,1222,89,2025-07-31,14:00,Efectivo,False,Barrio
1305,282,169,2025-01-24,09:23,Tarjeta,False,Barrio
1306,1330,162,2025-03-05,13:34,Bizum,False,Barrio
1307,442,151,2025-02-01,10:56,Efectivo,False,Fuera
1308,774,97,2025-07-05,19:28,Efectivo,False,Barrio
1309,125,111,2025-05-24,21:38,Tarjeta,False,Barrio
1310,1999,119,2025-12-04,18:20,Tarjeta,False,Barrio
1311,1395,151,2025-08-29,16:10,Efectivo,False,Fuera
1312,1026,18,2025-03-11,21:15,Tarjeta,False,Fuera
1313,1192,94,2025-11-07,18:39,Efectivo,False,Barrio
1314,1217,57,2025-05-18,13:36,Tarjeta,False,Barrio
1315,676,99,2025-03-29,18:50,Tarjeta,False,Barrio
1316,876,53,2025-05-23,20:55,Tarjeta,True,Barrio
1317,1386,4,2025-06-27,16:24,Tarjeta,False,Barrio
1318,1646,61,2025-09-15,20:08,Tarjeta,False,Barrio
1319,597,145,2025-04-23,09:48,Efectivo,False,Barrio
1320,807,63,2025-11-15,13:46,Efectivo,True,Barrio
1321,1861,76,2025-01-31,14:19,Efectivo,False,Barrio
1322,1610,177,2025-10-07,16:50,Efectivo,False,Barrio
1323,1345,161,2025-12-11,22:01,Tarjeta,True,Barrio
1324,1826,192,2025-02-11,23:02,Tarjeta,True,Barrio
1325,1687,161,2025-10-27,11:21,PayPal,False,Barrio
1326,1405,174,2025-08-17,17:28,PayPal,False,Barrio
1327,1841,186,2025-09-08,18:56,Transferencia,False,Barrio
1328,1683,129,2025-01-08,08:46,Efectivo,False,Barrio
1329,1488,119,2025-10-20,16:01,PayPal,False,Barrio
1330,1527,123,2025-08-02,14:29,Efectivo,False,Barrio
1331,930,118,2025-06-16,11:48,Efectivo,False,Fuera
1332,1389,71,2025-12-06,08:51,Efectivo,False,Barrio
1333,1658,98,2025-02-09,08:34,Tarjeta,False,Barrio
1334,1792,143,2025-03-03,21:51,Efectivo,False,Barrio
1335,1538,118,2025-04-09,12:10,Tarjeta,False,Barrio
1336,294,149,2025-03-20,10:21,Tarjeta,False,Barrio
1337,1686,188,2025-08-01,18:23,Tarjeta,False,Barrio
1338,790,65,2025-02-08,16:59,Bizum,False,Barrio
1339,1739,173,2025-11-15,15:14,Tarjeta,False,Barrio
1340,12,83,2025-09-11,11:37,PayPal,False,Barrio
1341,1772,50,2025-05-18,22:56,Tarjeta,True,Barrio
1342,1086,9,2025-03-17,12:42,PayPal,False,Barrio
1343,1514,149,2025-02-18,14:52,Efectivo,False,Barrio
1344,545,19,2025-03-19,21:12,Efectivo,False,Barrio
1345,933,95,2025-10-27,20:55,Efectivo,True,Barrio
1346,730,106,2025-01-13,14:50,Efectivo,False,Barrio
1347,395,70,2025-11-03,18:33,Tarjeta,False,Barrio
1348,1155,50,2025-01-15,19:02,Efectivo,True,Barrio
1349,13,67,2025-02-02,08:04,Tarjeta,False,Barrio
1350,1285,12,2025-04-10,09:21,Efectivo,False,Barrio
1351,701,11,2025-10-05,16:00,Tarjeta,False,Barrio
1352,1650,2,2025-02-25,10:34,Tarjeta,False,Fuera
1353,1186,120,2025-09-18,10:05,Efectivo,False,Fuera
1354,625,148,2025-10-13,10:58,Tarjeta,False,Barrio
1355,10,117,2025-04-03,13:34,Bizum,False,Barrio
1356,1470,30,2025-08-09,11:55,Transferencia,False,Barrio
1357,1428,91,2025-05-19,13:55,Tarjeta,False,Fuera
1358,1697,175,2025-05-18,10:33,Tarjeta,False,Barrio
1359,826,119,2025-07-22,13:19,Efectivo,False,Barrio
1360,1492,1,2025-01-15,17:29,Efectivo,False,Barrio
1361,1970,129,2025-04-04,18:16,Bizum,False,Barrio
1362,1941,3,2025-03-31,21:13,Tarjeta,False,Barrio
1363,1200,8,2025-03-28,20:24,Efectivo,False,Barrio
1364,682,48,2025-08-28,11:32,Efectivo,False,Barrio
1365,1036,128,2025-08-09,19:35,Efectivo,False,Barrio
1366,892,135,2025-04-16,18:24,PayPal,False,Fuera
1367,1353,90,2025-08-19,08:25,Transferencia,False,Barrio
1368,371,184,2025-03-03,21:34,Tarjeta,False,Barrio
1369,1564,171,2025-10-30,05:42,Efectivo,True,Barrio
1370,513,175,2025-09-19,18:52,Transferencia,False,Barrio
1371,1353,190,2025-11-04,13:38,Efectivo,False,Barrio
1372,1980,96,2025-02-20,10:14,Tarjeta,False,Barrio
1373,1219,50,2025-11-01,01:46,Tarjeta,True,Fuera
1374,1105,63,2025-09-11,13:51,Tarjeta,False,Barrio
1375,414,130,2025-09-11,12:30,Bizum,False,Barrio
1376,1112,163,2025-05-10,13:54,PayPal,False,Barrio
1377,438,66,2025-04-22,19:14,Efectivo,True,Barrio
1378,372,98,2025-11-09,20:24,Tarjeta,False,Barrio
1379,295,173,2025-07-14,15:51,Efectivo,False,Barrio
1380,216,97,2025-03-08,14:22,Efectivo,False,Barrio
1381,1482,8,2025-05-14,15:27,Bizum,False,Barrio
1382,321,26,2025-01-22,13:42,Tarjeta,False,Barrio
1383,1160,83,2025-05-03,16:20,Efectivo,False,Barrio
1384,451,4,2025-09-23,08:13,Efectivo,False,Barrio
1385,1032,156,2025-01-15,11:25,Tarjeta,False,Barrio
1386,565,195,2025-08-24,21:11,Efectivo,False,Barrio
1387,1283,92,2025-09-29,13:13,Efectivo,False,Barrio
1388,1708,1,2025-12-15,20:51,Efectivo,False,Barrio
1389,1345,105,2025-07-14,10:12,Tarjeta,False,Barrio
1390,1114,185,2025-06-10,08:56,Tarjeta,False,Barrio
1391,618,130,2025-01-07,08:16,Efectivo,False,Barrio
1392,26,31,2025-08-07,11:53,Bizum,False,Barrio
1393,82,15,2025-06-30,11:51,Efectivo,False,Barrio
1394,23,183,2025-10-17,12:02,Efectivo,False,Barrio
1395,840,94,2025-10-04,12:02,Efectivo,False,Fuera
1396,1859,110,2025-12-23,14:35,Transferencia,False,Barrio
1397,979,115,2025-12-26,16:54,Transferencia,False,Barrio
1398,1686,137,2025-08-05,14:13,Tarjeta,False,Barrio
1399,182,11,2025-09-08,21:15,Efectivo,False,Barrio
1400,1866,15,2025-08-31,09:29,Transferencia,False,Barrio
1401,1443,188,2025-06-11,18:52,Tarjeta,True,Barrio
1402,537,118,2025-03-22,12:51,Efectivo,True,Barrio
1403,1912,189,2025-09-14,01:38,Efectivo,True,Barrio
1404,1893,50,2025-11-12,10:13,PayPal,False,Barrio
1405,1579,119,2025-08-02,01:13,Bizum,True,Barrio
1406,1074,14,2025-02-28,08:49,Efectivo,False,Barrio
1407,352,200,2025-10-06,12:37,Efectivo,False,Barrio
1408,1158,178,2025-07-20,14:17,Tarjeta,False,Barrio
1409,426,161,2025-10-27,18:10,Tarjeta,False,Barrio
1410,351,109,2025-09-26,17:14,Tarjeta,False,Barrio
1411,1208,144,2025-07-22,18:32,Efectivo,False,Barrio
1412,1320,109,2025-08-25,11:15,Tarjeta,True,Barrio
1413,75,153,2025-02-24,17:32,Efectivo,False,Barrio
1414,1792,44,2025-04-12,20:53,Transferencia,False,Barrio
1415,33,114,2025-06-19,12:03,Tarjeta,False,Barrio
1416,1347,185,2025-09-30,15:14,Efectivo,False,Fuera
1417,803,126,2025-12-16,21:12,PayPal,False,Barrio
1418,773,68,2025-12-10,14:54,Tarjeta,False,Barrio
1419,601,180,2025-10-31,13:53,Efectivo,False,Barrio
1420,200,7,2025-01-28,18:37,Tarjeta,False,Fuera
1421,1747,21,2025-09-20,12:09,Tarjeta,False,Barrio
1422,1508,183,2025-12-15,19:39,Tarjeta,False,Barrio
1423,1640,124,2025-04-24,10:48,Tarjeta,False,Barrio
1424,1316,136,2025-12-25,15:02,PayPal,False,Barrio
1425,1837,77,2025-03-29,17:40,Transferencia,False,Barrio
1426,765,144,2025-01-10,14:05,Tarjeta,True,Barrio
1427,1961,160,2025-06-22,20:26,Transferencia,False,Barrio
1428,1299,132,2025-04-19,21:26,Efectivo,True,Barrio
1429,1935,103,2025-04-21,12:02,Efectivo,False,Barrio
1430,773,138,2025-04-16,08:44,Tarjeta,False,Barrio
1431,1453,156,2025-01-01,09:08,Bizum,True,Barrio
